,url,img,color,occasion,style
129,https://en-ae.namshi.com/buy-nukhbaa-side-tie-abaya-w1197788a.html,https://pa.namshicdn.com/product/A8/877911W/1-web-desktop-list.webp,Beige,event,
130,https://en-ae.namshi.com/buy-hayas-closet-self-tie-embellished-abaya-w1080075a.html,https://pa.namshicdn.com/product/A5/700801W/1-web-desktop-list.webp,Burgundy,Evening,
131,https://en-ae.namshi.com/buy-nukhbaa-ruffle-trim-abaya-w1197792a.html,https://pa.namshicdn.com/product/A2/977911W/1-web-desktop-list.webp,Blue,event,
132,https://en-ae.namshi.com/buy-nukhbaa-lace-detail-abaya-w1074198a.html,https://pa.namshicdn.com/product/A8/914701W/1-web-desktop-list.webp,Grey,Evening,
133,https://en-ae.namshi.com/buy-moistreet-embellished-abaya-w1065815a.html,https://pa.namshicdn.com/product/A5/185601W/1-web-desktop-list.webp,Orange,Casual,
134,https://en-ae.namshi.com/buy-nukhbaa-balloon-sleeve-abaya-w1197791a.html,https://pa.namshicdn.com/product/A1/977911W/1-web-desktop-list.webp,Green,event,
135,https://en-ae.namshi.com/buy-nukhbaa-premium-nukhbaa-abaya-w985914a.html,https://pa.namshicdn.com/product/A4/19589W/1-web-desktop-list.webp,Pink,Casual,
136,https://en-ae.namshi.com/buy-nukhbaa-pleated-flute-sleeve-abaya-w963576a.html,https://pa.namshicdn.com/product/A6/75369W/1-web-desktop-list.webp,White,Casual,
137,https://en-ae.namshi.com/buy-thouq-printed-pleated-abaya-w1017882a.html,https://pa.namshicdn.com/product/A2/887101W/1-web-desktop-list.webp,White,Casual,
138,https://en-ae.namshi.com/buy-nukhbaa-balloon-sleeve-abaya-w1197803a.html,https://pa.namshicdn.com/product/A3/087911W/1-web-desktop-list.webp,Pink,event,
139,https://en-ae.namshi.com/buy-thouq-colorblock-abaya-w1097632a.html,https://pa.namshicdn.com/product/A2/367901W/1-web-desktop-list.webp,Multicolor,Casual,
140,https://en-ae.namshi.com/buy-thouq-embellished-abaya-w1082064a.html,https://pa.namshicdn.com/product/A4/602801W/1-web-desktop-list.webp,Prints,Casual,
141,https://en-ae.namshi.com/buy-hayas-closet-embellished-abaya-w1080089a.html,https://pa.namshicdn.com/product/A9/800801W/1-web-desktop-list.webp,Green,Evening,
142,https://en-ae.namshi.com/buy-thouq-printed-abaya-w951227a.html,https://pa.namshicdn.com/product/A7/22159W/v2/1-web-desktop-list.webp,Multicolor,event,
143,https://en-ae.namshi.com/buy-thouq-printed-abaya-w951230a.html,https://pa.namshicdn.com/product/A0/32159W/1-web-desktop-list.webp,Multicolor,event,
144,https://en-ae.namshi.com/buy-nukhbaa-embellished-trim-abaya-w1197808a.html,https://pa.namshicdn.com/product/A8/087911W/1-web-desktop-list.webp,Black,event,
145,https://en-ae.namshi.com/buy-nukhbaa-tie-front-abaya-w1197794a.html,https://pa.namshicdn.com/product/A4/977911W/1-web-desktop-list.webp,White,event,
146,https://en-ae.namshi.com/buy-nukhbaa-pleated-hem-colorblock-abaya-w1197800a.html,https://pa.namshicdn.com/product/A0/087911W/1-web-desktop-list.webp,Blue,event,
147,https://en-ae.namshi.com/buy-nukhbaa-button-down-abaya-w1197799a.html,https://pa.namshicdn.com/product/A9/977911W/1-web-desktop-list.webp,Green,event,
148,https://en-ae.namshi.com/buy-hayas-closet-lace-detail-pleated-abaya-w1080094a.html,https://pa.namshicdn.com/product/A4/900801W/1-web-desktop-list.webp,Khaki,Evening,
149,https://en-ae.namshi.com/buy-nukhbaa-piping-detail-abaya-w1074260a.html,https://pa.namshicdn.com/product/A0/624701W/1-web-desktop-list.webp,Multicolor,Evening,
150,https://en-ae.namshi.com/buy-hayas-closet-embellished-pleated-abaya-w1080121a.html,https://pa.namshicdn.com/product/A1/210801W/1-web-desktop-list.webp,Green,Evening,
151,https://en-ae.namshi.com/buy-nukhbaa-embellished-abaya-w1074261a.html,https://pa.namshicdn.com/product/A1/624701W/1-web-desktop-list.webp,Black,Evening,
152,https://en-ae.namshi.com/buy-house-of-moda-printed-oversized-abaya-w1023287a.html,https://pa.namshicdn.com/product/A7/823201W/1-web-desktop-list.webp,Black,Casual,
153,https://en-ae.namshi.com/buy-hayas-closet-lace-detail-abaya-w915468a.html,https://pa.namshicdn.com/product/A8/64519W/1-web-desktop-list.webp,Black,Evening,
154,https://en-ae.namshi.com/buy-nukhbaa-drawstring-detail-abaya-w1197750a.html,https://pa.namshicdn.com/product/A0/577911W/1-web-desktop-list.webp,Purple,Casual,
155,https://en-ae.namshi.com/buy-nukhbaa-wide-sleeves-embellished-abaya-w1126282a.html,https://pa.namshicdn.com/product/A2/826211W/1-web-desktop-list.webp,Beige,Evening,
156,https://en-ae.namshi.com/buy-thouq-printed-pleated-abaya-w1017876a.html,https://pa.namshicdn.com/product/A6/787101W/1-web-desktop-list.webp,Grey,Casual,
157,https://en-ae.namshi.com/buy-thouq-printed-pleated-abaya-w1017893a.html,https://pa.namshicdn.com/product/A3/987101W/1-web-desktop-list.webp,Beige,Casual,
